total  , 120713090
average log, 6.01116
test000,1254667
test001,1305286
test002,1916396
test003,1102450
test004,1570130
test005,1295974
test006,1165055
test007,2634576
test008,592226
test009,0
test010,1343720
test011,0
test012,92611
test013,1303587
test014,882354
test015,655017
test016,956004
test017,1110226
test018,761037
test019,383423
test020,785346
test021,1437694
test022,1036067
test023,1618805
test024,1836772
test025,0
test026,1774553
test027,1860341
test028,1745616
test029,19836
test030,2387901
test031,1483426
test032,1469782
test033,2016326
test034,2176206
test035,606640
test036,957493
test037,1087903
test038,2050270
test039,789473
test040,520990
test041,0
test042,1141977
test043,1479579
test044,191176
test045,1994038
test046,1318208
test047,537769
test048,2307721
test049,460768
test050,84471
test051,1307544
test052,2699523
test053,0
test054,1944070
test055,2464684
test056,228220
test057,0
test058,1078180
test059,749072
test060,304162
test061,1053675
test062,354388
test063,2504548
test064,572607
test065,1118241
test066,1651866
test067,2143246
test068,616219
test069,2521713
test070,1545090
test071,1399417
test072,2080305
test073,1179506
test074,1300868
test075,981927
test076,957431
test077,2056206
test078,1088087
test079,985260
test080,1907203
test081,34959
test082,3012150
test083,0
test084,1395131
test085,1308854
test086,1994324
test087,1142909
test088,1401615
test089,1267506
test090,1556843
test091,2289375
test092,1268076
test093,1038485
test094,1645456
test095,1720012
test096,1106821
test097,142139
test098,1218703
test099,874588
